x,y,z
1.83697019872103E-15,4.499279347985573E-31,15.0
0.07487659401198206,7.487908999828886E-4,14.975942798765002
0.1494902049443191,0.002990202803225689,14.951512393230088
0.22381669757829042,0.006716516003057392,14.926710587614336
0.2978321030744495,0.011919641943546487,14.901539195362142
0.37151262450493516,0.018591126413307034,14.876000039068034
0.4448346423277955,0.026722152821673256,14.850094950401283
0.5177747198022115,0.03630354555623242,14.823825770030279
0.5903096083433351,0.04732577342067501,14.797194347546688
0.6624162528156623,0.05977895315192402,14.770202541389395
0.7340717967636373,0.07365285301545697,14.742852218768217
0.8052535875784467,0.08893689647774836,14.71514525558742
0.8759391815997889,0.10562016595471606,14.687083536369022
0.9461063491516121,0.12369140663507315,14.658668954175877
1.015733079510594,0.14313903037742226,14.629903410534553
1.0847975858063945,0.16395111967996218,14.600788815358035
1.1532783098525445,0.1861154317216196,14.571327086868195
1.2211539269070406,0.2096194024734535,14.541520151518073
1.2884033503614976,0.2344501508790955,14.51136994391398
1.3550057363579677,0.260594483103045,14.480878406737391
1.4209404883323749,0.2880388968455667,14.450047490666657
1.4861872614837008,0.3167695857229861,14.418879154298521
1.550725967167878,0.34677244371208277,14.387375364069472
1.614536777215558,0.37803306965735056,14.35553809417689
1.6776001281728041,0.4105367718398132,14.323369326500032
1.7398967254639186,0.4442685726061473,14.290871050520833
1.8014075474754487,0.4792132130567496,14.258045263244549
1.8621138495606206,0.5153551577914741,14.2248939691202
1.9219971679633696,0.5526785997116967,14.191419179960878
1.9810393236611556,0.5911674648773482,14.157622914863873
2.0392224261258787,0.6308054174176165,14.123507200130632
2.0965288770020525,0.6715758644938893,14.089074069186584
2.15294137370159,0.7134619613136178,14.054325562500765
2.208442912914461,0.7564466161936798,14.019263727505344
2.263016794034618,0.8005124956719102,13.98389061851495
2.3166466225004365,0.8456420296653208,13.948208296645875
2.3693163130491333,0.8918174166736688,13.912218829735131
2.4210100928844915,0.9390206290269008,13.87592429225936
2.471712504757391,0.9872334181751208,13.839326765253585
2.5214084099584864,1.0364373200195631,13.80242833622987
2.5700829912225815,1.0866136602831997,13.765231099095805
2.6177217555441232,1.1377435599194807,13.727737154072873
2.6643105369034084,1.1898079405578326,13.689948607614676
2.7098354989029447,1.2427875299843585,13.651867572325068
2.7542831373135948,1.2966628676563585,13.613496166876132
2.797640282530038,1.3514143102491316,13.574836515926043
2.8398941019352186,1.4070220372336735,13.53589075003682
2.8810321021733394,1.4634660564836899,13.496661005591966
2.921042131331102,1.520726209910519,13.457149424713982
2.9599123810268377,1.5787821791244179,13.417358155181786
2.9976313884072976,1.6376134911208062,13.377289350348017
3.034188038051727,1.6971995239898703,13.336945169056234
3.069571563783063,1.7575195126481058,13.296327775558016
3.1037715503859853,1.8185525545902828,13.255439339429975
3.1367779352316076,1.8802776156602963,13.214282035490651
3.168581009808699,1.9426735358394989,13.172858043717339
3.1991714211611826,2.0057190350508862,13.13116954916279
3.2285401732318473,2.069392718977704,13.089218741871882
3.2566786281121773,2.1336730848950136,13.047007816798146
3.283578507198153,2.198538527512604,13.004538973720255
3.309231892252023,2.2639673448278375,12.961814417158399
3.333631226369989,2.3299377439868993,12.918836356290614
3.3567693148557898,2.3964278471529172,12.875607004869039
3.3786393260002194,2.463415697379541,12.832128581136056
3.3992347917665846,2.5308792644883744,12.78840330774043
3.418549608382187,2.5987964509488477,12.744433411653327
3.4365780368358982,2.6671450977589752,12.700221124084313
3.453314703281957,2.7359029903256022,12.655768680397255
3.468754599350092,2.8050478643425434,12.611078320026202
3.4828930823621493,2.8745574116652093,12.566152286391189
3.495725875455378,2.944409286180193,12.520992826813998
3.507249067612607,3.0145811096684256,12.47560219243387
3.517459113599508,3.0850504776603165,12.429982638123176
3.5263528338092103,3.155794965281519,12.38413642240304
3.5339274140145167,3.226792133087775,12.338065807358928
3.540180405028053,3.2980195328875084,12.291773058556194
3.545109722270622,3.36945471355058,12.245260444955596
3.548713645248124,3.4410752268018694,12.198530238828784
3.5509908169374107,3.512858632998217,12.151584715673758
3.5519402430814324,3.5847825068872776,12.104426154130296
3.551561291394111,3.65682444334696,12.057056835895368
3.549853690675339,3.7289620631039204,12.009479045638509
3.5468175298365803,3.801173018429783,11.961695070917221
3.542453256837521,3.873434998813735,11.913707202092304
3.536761677534278,3.945725736610012,11.865517732243221
3.5297439544396654,4.018023012658984,11.817128957083419
3.521401605396075,4.090304661880462,11.768543174875676
3.5117365021615004,4.162548578837822,11.71976268634744
3.5007508689092988,4.234732723271721,11.670789794606124
3.4884472806422893,4.30683512560194,11.621626805054477
3.474828661521788,4.378833892396132,11.572276025305896
3.459898283112248,4.450707211804091,11.522739765099791
3.443659762542121,4.522433358956354,11.473020336216923
3.426117060581665,4.593990701325723,11.423120052394793
3.4072744796383585,4.66535770405053,11.373041229243016
3.3871366616706586,4.736512935218314,11.322786184158744
3.365708586020829,4.807435071108767,11.272357236242076
3.3429955671676046,4.878102901394589,11.221756706211528
3.31900325239945,4.94849533429913,11.170986916319508
3.2937376194092294,5.018591401709523,11.120050190267833
3.2672049738110625,5.0883702642442685,11.06894885312327
3.2394119465802333,5.157811216273893,11.017685231233125
3.2103654914169732,5.226893690893668,10.966261652140853
3.1800728820349895,5.2955972648471965,10.914680444501734
3.148541709375638,5.363901663399689,10.862943937998576
3.1157798787485844,5.431786765159915,10.81105446325746
3.081795606899948,5.499232606849618,10.759014351763554
3.0465974190088008,5.566219388019345,10.706825935776973
3.010194145612974,5.632727475709691,10.654491548248677
2.9725949194651724,5.698737409056784,10.602013522736453
2.9338091723203363,5.764229903841054,10.549394193320943
2.893846631655268,5.8291858569782615,10.496635894521733
2.852717317321534,5.893586350951723,10.443740961213534
2.8104315381326357,5.957412658184858,10.390711728542383
2.7669998883865365,6.0206462453529666,10.337550531841964
2.7224332443245762,6.083268777633338,10.284259706549994
2.6767427605278047,6.145262122892823,10.230841588124644
2.629939866251892,6.206608355811835,10.177298511961103
2.5820362617016355,6.267289761943965,10.123632813308188
2.53304391424622,6.327288841710308,10.069846827185032
2.482975054576315,6.386588314327662,10.015942888297891
2.4318421728041915,6.4451711216697,9.961923330957024
2.3796580145079207,6.5030204320604,9.907790488993657
2.3264355767208995,6.560119643998809,9.853546695677055
2.272188103867837,6.616452389814437,9.799194283631707
2.216929083648326,6.6720025392525235,9.744735584754574
2.1606722428692913,6.726754202988379,9.690172930132483
2.103431543227431,6.780691736070112,9.635508649959604
2.0452211770428956,6.833799741289054,9.580745073455034
1.9860555629454424,6.886063072477144,9.525884528780523
1.9259493415142215,6.937466837730693,9.470929342958263
1.864917370872531,6.987996402559823,9.415881841788844
1.8029747222387356,7.037637392962925,9.360744349769318
1.7401366754345646,7.086375698425674,9.305519190011356
1.6764187143521478,7.134197474843876,9.250208684159572
1.611836522380987,7.181089147369646,9.19481515230995
1.5464059777961596,7.227037413180403,9.139340912928404
1.4801431491090762,7.272029244170098,9.083788282769493
1.4130642903820014,7.31605188956228,9.028159576795229
1.3451858365077354,7.35909287844441,8.972457108094067
1.276524398455721,7.401140022223044,8.916683187800022
1.2070967584858288,7.442181416999454,8.860840125011906
1.1369198653312464,7.482205445865226,8.804930226712754
1.0660108293517143,7.521200781117501,8.748955797689367
0.9943869176584538,7.559156386393446,8.69291914045201
0.9220655492121218,7.596061518723659,8.636822555154282
0.8490642898951537,7.631905730504128,8.580668339513135
0.7754008475597404,7.666678871386494,8.524458788729028
0.7010930670529011,7.70037109008631,8.468196195406277
0.6261589252199403,7.732972836109012,8.411882849473567
0.5506165258875743,7.7644748613934595,8.355521038104596
0.4744840948282,7.794868221872697,8.299113045638927
0.39777997470656007,7.824144278951858,8.242661153502997
0.3205226200101887,7.852294700902988,8.186167640131288
0.24273059196502242,7.879311464176618,8.129634780887715
0.16442255343743192,7.905186854630042,8.073064847987132
0.08561726382415624,7.929913468672091,8.01646011041708
0.0063335739314328236,7.953484214324385,7.959822833859689
-0.07340957915538447,7.975892312199001,7.903155280613758
-0.15359317721023455,7.997131296392475,7.846459709517055
-0.23419812601153706,8.017195015296174,7.7897383758687875
-0.31520526049277287,8.036077632322982,7.732993531352261
-0.3965953498970725,8.053773626550388,7.676227423957775
-0.4783491029345715,8.070277793279978,7.6194422979056515
